Domain,#Quads of Subset,#Entities of class,Properties and Density
bidstream.io,56,2,{'name': 1.0}
draliabadi.com,44,1,{'name': 1.0}
fdbeck.com.au,68,1,{'name': 1.0}
cantalupa.to.it,29,1,{'name': 1.0}
auto-ecole-europe-conduite-montlucon.com,39,1,{'name': 1.0}
arrcled.com,695,100,{'name': 1.0}
voyagoschools.ca,182,3,{'name': 1.0}
firststreetloftsofrochester.com,1197,9,{'geo': 1.0}
apsmasonrycontracting.com,99,3,{'name': 1.0}
mcmullens.ca,147,19,{'name': 1.0}
creatinggoodcapital.co.za,25,1,{'name': 1.0}
tradspecialisterna.se,61,1,{'name': 1.0}
spierssafety.co.uk,68,1,{'address': 1.0}
sandpiperproperty.co.za,30,1,{'name': 1.0}
perrero.to.it,58,2,{'name': 1.0}
dewartiling.co.uk,90,2,{'name': 1.0}
arcore.mb.it,21,1,{'name': 1.0}
dreifussfireplaces.com,2246,19,{'name': 1.0}
pizzaonbelmore.com.au,132,12,{'name': 1.0}
tonydealz.com,62,1,{'name': 1.0}
xn--amaliesrengring-gub.dk,82,1,{'name': 1.0}
termotech.dk,104,1,{'name': 1.0}
inlomax.com,24,1,{'name': 1.0}
xn----8sbexucedebd0ablp8lsa.xn--p1ai,367,6,{'name': 1.0}
urbanimpact.com,74,2,{'address': 1.0}
droit-collaboratif-finistere.fr,46,2,{'name': 1.0}
kditservices.com,298,2,{'name': 1.0}
wilmothgroupfl.com,1962,3,{'containsPlace': 1.0}
express-rohrreinigung-24.de,192,2,{'name': 1.0}
artieksihaber.com,68,2,{'name': 1.0}
arnoldsribs.com.au,151,18,{'name': 1.0}
lunardedetizadora.com.br,91,1,{'name': 1.0}
tramitacionactiva.com,208,4,{'name': 1.0}
winhrmpayroll.com,32,2,{'name': 1.0}
theredhost.co.uk,267,3,{'name': 1.0}
tikyjumps.com,136,2,{'geo': 1.0}
centriq.com,470,4,{'address': 1.0}
prems.ai,110,2,{'name': 1.0}
follina.tv.it,29,1,{'name': 1.0}
lonex.bg,149,5,{'name': 1.0}
engagedigital.co.nz,68,1,{'name': 1.0}
pt-wien.at,11,1,{'name': 1.0}
sunnysonnenstudio.de,9,1,{'name': 1.0}
chrysalis.in,204,2,{'name': 1.0}
pikapasta.com.au,123,10,{'name': 1.0}
mavelys.com,60,1,{'name': 1.0}
demokrattv.com.tr,68,2,{'name': 1.0}
hksolutionsgroup.com,94,2,{'geo': 1.0}
acuraofjackson.com,478,3,{'name': 1.0}
sectorg3.com,241,1,{'name': 1.0}
wayne.edu,35,5,{'name': 1.0}
leveluproofingllc.com,8,1,{'name': 1.0}
caramels.com.au,99,1,{'name': 1.0}
tardrivewaypietermaritzburg.co.za,887,2,{'name': 1.0}
autotransportation.com,61,4,{'name': 1.0}
brintonfirm.com,1200,8,{'name': 1.0}
enterprisestaffing.com,173,1,{'name': 1.0}
thelongbeachchamber.com,95,1,{'name': 1.0}
qualitycaremd.com,69,1,{'name': 1.0}
rickoffdentistry.com,194,1,{'name': 1.0}
beyfortus.com,17,1,{'name': 1.0}
hookedbestfishandchips.com.au,98,1,{'name': 1.0}
mangaraw.xyz,16,1,{'name': 1.0}
thinkingofpizzas.com.au,214,8,{'name': 1.0}
daotam.org,104,5,{'name': 1.0}
murerfirmaet-mbr.dk,80,1,{'name': 1.0}
tiggiano.le.it,15,1,{'name': 1.0}
oldskool.pizza,116,7,{'name': 1.0}
marta.vt.it,30,1,{'name': 1.0}
concretecanberra.com,139,1,{'name': 1.0}
bellstreetpizza.com.au,130,11,{'name': 1.0}
mpirealestate.com,37,1,{'name': 1.0}
baumpflege-blattwerk.de,26,1,{'name': 1.0}
harmonydentalgroup.net,318,1,{'name': 1.0}
ccfltd.co.uk,187,7,{'name': 1.0}
xn--vognmand-i0a.dk,77,1,{'name': 1.0}
kaigai-taido.com,72,1,{'name': 1.0}
pmcheal.com,49,1,{'name': 1.0}
bmwofmilwaukeenorth.com,173,1,{'name': 1.0}
brownturnerross.com,97,1,{'name': 1.0}
canegrate.mi.it,85,4,{'name': 1.0}
autostock95.com,120,3,{'name': 1.0}
bzproperties.co.za,56,2,{'name': 1.0}
acuverconsulting.com,416,3,{'containsPlace': 1.0}
piratepointpizza.com.au,102,3,{'name': 1.0}
lephutshi.com,138,1,{'name': 1.0}
freelanceentreprenoeren.dk,91,1,{'name': 1.0}
cote-patio-mont-de-marsan.fr,9,1,{'name': 1.0}
bchvvs.dk,77,1,{'name': 1.0}
nemesispizza.com.au,211,7,{'name': 1.0}
encimerascruz.com,163,2,{'name': 1.0}
santaluciadipiave.tv.it,29,1,{'name': 1.0}
detroit-park.com,135,3,{'name': 1.0}
diamondcu.org,572,12,{'name': 1.0}
substancerehabilitation.com,68,1,{'name': 1.0}
recastny.com,523,6,{'name': 1.0}
nsc-betterbuilt.com,109,1,{}
collect.vn,77,2,{'name': 1.0}
drdelatte.com,138,2,{'name': 1.0}
germaintoyota.net,198,1,{'name': 1.0}
mgprohomes.com,47,1,{'name': 1.0}
yerelplatform.com,71,2,{'name': 1.0}
supsurfcoach.com,115,1,{'name': 1.0}
kwsmdigital.com,353,10,{'name': 1.0}
towingjacksonvillenc.com,236,1,{'geo': 1.0}
localmavensmarketing.com,29,2,{'name': 1.0}
thetreefellerofpinellas.com,148,1,{}
gatehealing.com,41,1,{'name': 1.0}
juvespizza.com.au,123,10,{'name': 1.0}
nicedigitalstudio.com,75,2,{'name': 1.0}
lamphomeschool.net,50,1,{'address': 1.0}
loanofficercrm.ai,157,1,{}
totalcoding.pl,71,1,{'name': 1.0}
thehayesco.com,462,2,{'name': 1.0}
fullcirclephotograph.com,107,4,{'name': 1.0}
hothousepizza.com.au,107,3,{'name': 1.0}
velos-du-golf.fr,150,2,{'name': 1.0}
roccafortemondovi.cn.it,60,2,{'name': 1.0}
kaptanhaber.com,76,2,{'name': 1.0}
safehomeoffer.com,2679,1,{'containsPlace': 1.0}
parkwaymemorialgardens.com,115,1,{'name': 1.0}
dezigndigital.com.au,220,1,{'name': 1.0}
drapia.vv.it,20,1,{'name': 1.0}
pizzaswithattitude.com.au,186,30,{'name': 1.0}
assessmentandlearning.com,53,1,{'name': 1.0}
marianomatera.dev,255,2,{'name': 1.0}
fabricadiroma.vt.it,29,1,{'name': 1.0}
plombier-frisquet.com,125,1,{'name': 1.0}
xn----8sbdbejeevfqchgzmbe9c9j.xn--p1ai,144,4,{'name': 1.0}
culliganpremiumwater.com,24,1,{'name': 1.0}
dmlegalservices.com.au,139,1,{'name': 1.0}
ginospizzawodonga.com.au,120,5,{'name': 1.0}
raddainchianti.si.it,22,1,{'name': 1.0}
alternativedrainage.com,242,2,{'name': 1.0}
jpstaalogroer.dk,77,1,{'name': 1.0}
mainfishandchips.com.au,101,1,{'name': 1.0}
zeevou.com,103,1,{'name': 1.0}
greenbrookpizza.com.au,136,10,{'name': 1.0}
orlandopropavers.com,865,4,{'containsPlace': 1.0}
carportsnewcastle.com,163,2,{'name': 1.0}
artworkbyshoe.biz,21,1,{'name': 1.0}
glab360.com,37,1,{'name': 1.0}
rafflesmedicalgroup.com,278,1,{'name': 1.0}
lideeall.com,23,1,{'name': 1.0}
alinelargenton.com,58,1,{'name': 1.0}
pcccthangchuong.com,138,1,{'name': 1.0}
murerjensolepedersen.dk,63,1,{'name': 1.0}
bolsena.vt.it,29,1,{'name': 1.0}
halkhaber.com.tr,138,4,{'name': 1.0}
oxfamaction.org,46,1,{'name': 1.0}
cerignola.fg.it,51,1,{'name': 1.0}
8slicesstrathmore.com.au,101,2,{'name': 1.0}
rifreddo.cn.it,29,1,{'name': 1.0}
richardslocksmithandsafes.com,79,3,{'name': 1.0}
laurimarpizza.com.au,103,2,{'name': 1.0}
montecastrilli.tr.it,29,1,{'name': 1.0}
crosscountrydrilling.com.au,206,1,{'geo': 1.0}
kendalltow.com,169,2,{'name': 1.0}
thewetumpkaherald.com,78,1,{'geo': 1.0}
tifany.vn,149,1,{}
opticlos.com,123,3,{'name': 1.0}
canakkalebolgehaber.com,70,2,{'name': 1.0}
windowblindsdirect.ca,119,1,{'name': 1.0}
murerfirmaet-pm.dk,77,1,{'name': 1.0}
dstudiotaipei.com,57,1,{'address': 1.0}
burlingtonkianc.com,326,2,{'name': 1.0}
videotour.com,30,1,{'name': 1.0}
kodobi.com,45,1,{'name': 1.0}
mychoiceproperties.co.za,27,1,{'name': 1.0}
cdnstatics.com,39,1,{'name': 1.0}
mfmeca-automobiles.com,40,1,{'name': 1.0}
nautic-holidays.fr,71,1,{'name': 1.0}
maxoutglobal.com,1067,2,{'name': 1.0}
xn----dtbagfabs1a2bqf6m.kiev.ua,28,1,{'name': 1.0}
youngdentalgroup.com,162,40,{'name': 1.0}
bingolunsesi.com,70,2,{'name': 1.0}
crissolo.cn.it,29,1,{'name': 1.0}
klinikkristel.dk,77,1,{'name': 1.0}
lavahora.es,61,1,{'name': 1.0}
celestiumseo.es,191,2,{'name': 1.0}
empirepizzaandpasta.com.au,152,19,{'name': 1.0}
tuamv.com,38,1,{'name': 1.0}
argusenvironmental.com,97,2,{'name': 1.0}
houseofpizzanparmatemplestowe.com.au,108,5,{'name': 1.0}
evansmoorelaw.com,509,41,{'name': 1.0}
mortenp-toemrer.dk,82,1,{'name': 1.0}
tropicalcollision.com,87,1,{'name': 1.0}
industrialkitchen.com.au,96,1,{'name': 1.0}
signatureloanonline.org,820,2,{'containsPlace': 1.0}
bathroomrenovationscentralcoast.com,314,4,{'name': 1.0}
commercial-solar.org,365,2,{'name': 1.0}
hpcemployment.com,101,1,{'name': 1.0}
nilababaei.ca,25,1,{'name': 1.0}
wearebrandamp.com,80,1,{'name': 1.0}
mkbuildinggroup.ca,118,1,{'name': 1.0}
vibromec.net,24,1,{'name': 1.0}
southernforestsandvalleys.com,50,2,{'name': 1.0}
cingiadebotti.cr.it,102,2,{'name': 1.0}
taxi33.fr,118,1,{'name': 1.0}
duragan.com,67,2,{'name': 1.0}
nordictugcharter.com,30,1,{'name': 1.0}
mobilelocksmithdurham.co.uk,53,1,{'name': 1.0}
mgroup-international.com,27,1,{'name': 1.0}
pergolaswollongong.com,132,2,{'name': 1.0}
fleuriste-carbonne.com,86,2,{'name': 1.0}
belvedere.it,130,2,{'name': 1.0}
yellowstonerecovery.com,134,1,{'name': 1.0}
cotronei.kr.it,29,1,{'name': 1.0}
soleohealth.com,109,1,{'name': 1.0}
bijouteriedarrigrand.fr,40,2,{'name': 1.0}
stingaree.com,31,2,{'address': 1.0}
sbor.family,43,1,{'name': 1.0}
manawa.ca,71,1,{'name': 1.0}
carriagekiawoodstock.com,195,2,{'name': 1.0}
singingchefpizzapasta.com.au,111,5,{'name': 1.0}
wefapress.com,40,1,{'address': 1.0}
arcole.vr.it,29,1,{'name': 1.0}
malnate.va.it,21,1,{'name': 1.0}
squinzano.le.it,18,1,{'name': 1.0}
pizzahood.com.au,209,6,{'name': 1.0}
maps-of-the-usa.com,52,2,{'name': 1.0}
weathertightroofingllc.com,169,2,{'name': 1.0}
junctionpizzaonline.com.au,123,10,{'name': 1.0}
showpieceservices.com.au,542,2,{'name': 1.0}
xn----7sbbecoeeuagodbcii2avc5dq1p.xn--p1ai,58,2,{'name': 1.0}
conceptionwebsite.com,111,9,{'name': 1.0}
pozena.com,62,1,{'name': 1.0}
monastierditreviso.tv.it,58,2,{'name': 1.0}
couvreur-and-co.fr,69,1,{'name': 1.0}
jarnlevavietnamese.com.au,97,1,{'name': 1.0}
overvue.vision,197,1,{'name': 1.0}
chiesinauzzanese.pt.it,29,1,{'name': 1.0}
riptidepizzeria.com.au,155,19,{'name': 1.0}
nordiskmeds.com,81,2,{'name': 1.0}
moricone.rm.it,29,1,{'name': 1.0}
kopka.dp.ua,166,1,{'name': 1.0}
gervaiscontracting.com,59,1,{'name': 1.0}
dairago.mi.it,21,1,{'name': 1.0}
wickman.net.au,17,1,{'address': 1.0}
blue-marlin-bali.com,78,2,{'name': 1.0}
din-elmand.dk,97,1,{'name': 1.0}
thewolseley.com,159,1,{'name': 1.0}
ddxpost.com,22,1,{'name': 1.0}
visualia-coc.es,66,1,{'name': 1.0}
beycometitle.com,37,1,{'name': 1.0}
xiweb.it,387,1,{'name': 1.0}
elevate-holistics.com,187,1,{'name': 1.0}
irsa-labo.com,21,1,{'name': 1.0}
azautom.hu,32,1,{'name': 1.0}
kanalreinigung-gramsch.de,95,1,{'name': 1.0}
ceresara.mn.it,51,1,{'name': 1.0}
motorkumpel.de,16,1,{'name': 1.0}
cccleaningpa.com,340,2,{'containsPlace': 0.5}
toowoombacleaners.com.au,143,2,{'name': 1.0}
didacticus-translations.com,70,1,{'name': 1.0}
itblueprint.ca,40,1,{'name': 1.0}
pizzaonmyer.com.au,117,7,{'name': 1.0}
amaryllis-systems.de,127,5,{'name': 1.0}
hadidanang.com,373,1,{}
fruscolino.com.au,140,13,{'name': 1.0}
skipper-elservice.dk,77,1,{'name': 1.0}
jurisgenius.co,20,1,{'name': 1.0}
egeyedair.com,70,2,{'name': 1.0}
xn----7sbabirlmjizmm4agifm4fxehp.xn--p1ai,252,4,{'name': 1.0}
montanera.cn.it,58,2,{'name': 1.0}
indianhub.com.au,135,13,{'name': 1.0}
rogerlapin.co.uk,419,1,{'name': 1.0}
garzigliana.to.it,30,1,{'name': 1.0}
calzadamedia.com,52,5,{'name': 1.0}
msusallc.net,182,1,{}
williamsandyoho.com,7,1,{'name': 1.0}
artflorist.net,168,3,{'name': 1.0}
pizzakitchenswanhill.com.au,110,5,{'name': 1.0}
makrog.co.za,27,1,{'name': 1.0}
robertaspizzeria.com.au,139,14,{'name': 1.0}
xn--thy-fadl-c5a.dk,74,1,{'name': 1.0}
ics50.com,102,1,{'name': 1.0}
vivid-accounting.com,101,1,{'name': 1.0}
welcomefunds.com,159,2,{'name': 1.0}
themeadelawgroup.com,221,1,{'name': 1.0}
oakwell.ca,36,1,{'name': 1.0}
obesityassociation.org,26,1,{'address': 1.0}
navigatesa.co.za,27,1,{'name': 1.0}
danielcobb.co.uk,22,1,{'address': 1.0}
doctormercadeo.com,93,1,{'name': 1.0}
alkan.biz,199,2,{'geo': 1.0}
xn-----6kcbb4ard2ac1bfdpcclh5be8t.xn--p1ai,71,2,{'name': 1.0}
isothermal.edu,32,2,{'name': 1.0}
ashleighsimpressionsphotography.com,57,1,{'address': 1.0}
thegeneralagency.com,33,1,{'name': 1.0}
cravinpizzacooroy.com.au,141,16,{'name': 1.0}
professionalbrick.com,63,1,{'name': 1.0}
clickimprese.it,208,4,{'name': 1.0}
bonitaesteromagazine.com,63,1,{'geo': 1.0}
donchichios.com.au,550,118,{'name': 1.0}
xn-----6kccitbyemqvfxlhsg7b8izc.xn--p1ai,214,2,{'name': 1.0}
manauto85.com,45,1,{'name': 1.0}
favs.news,63,1,{'geo': 1.0}
cremgroupre.com,514,1,{'name': 1.0}
chiattorney.com,82,1,{'name': 1.0}
jaisaibattery.in,56,1,{'name': 1.0}
humblebeerealty.co.za,27,1,{'name': 1.0}
xn----7sbbgizbihiqeihg8aiit4pwa.xn--p1ai,164,2,{'name': 1.0}
inghampest.com,80,1,{'name': 1.0}
uei.edu,183,2,{'name': 1.0}
rntfitness.co.uk,19,1,{'name': 1.0}
swiftappliancerepair.co.uk,140,1,{'name': 1.0}
cottonwoodheightsjournal.com,63,1,{'geo': 1.0}
haroldstowing.ca,71,1,{'name': 1.0}
yangilbert.com,1221,1,{'geo': 1.0}
boretto.re.it,29,1,{'name': 1.0}
ja-laursen.dk,68,1,{'name': 1.0}
bobbythebuyer.com,632,1,{'containsPlace': 1.0}
aperlin.es,71,2,{'name': 1.0}
healingmynzhypnosis.ca,67,1,{'name': 1.0}
thaitanautospa.com,297,3,{'name': 1.0}
assileye.com,46,1,{'name': 1.0}
bellino.cn.it,58,2,{'name': 1.0}
newave-institut.fr,34,1,{'name': 1.0}
amazee.io,25,1,{'name': 1.0}
energyforlifefitness.com,242,2,{'containsPlace': 1.0}
elaperformance.com,94,1,{'name': 1.0}
eventossocialesmelina.com,45,1,{'name': 1.0}
medprodisposal.com,397,1,{'containsPlace': 1.0}
rocchettaavolturno.is.it,22,1,{'name': 1.0}
brightnow.com,183,22,{'name': 1.0}
youngsvillejumps.com,61,1,{'geo': 1.0}
thomasconstructionny.com,46,1,{'name': 1.0}
cimiteroarzanocasavatorecasoria.na.it,15,1,{'name': 1.0}
spm-btp.com,36,1,{'name': 1.0}
experienceadelaide.com.au,41,1,{'name': 1.0}
dawnconstruction2018.com,108,2,{'name': 1.0}
fidalo.it,172,1,{'name': 1.0}
corrode.dev,44,1,{'name': 1.0}
odder-ts.dk,40,1,{'name': 1.0}
pizza1b.com.au,119,8,{'name': 1.0}
javin.com.my,414,48,{'name': 1.0}
luciebachmann.com,50,1,{'address': 1.0}
anshlag.co.il,11,1,{'name': 1.0}
noragerbyg.dk,80,1,{'name': 1.0}
gulfmainmagazine.com,63,1,{'geo': 1.0}
globalm.kz,32,2,{'name': 1.0}
xn-----6kccsfbavglk3aeaffddlkwnpinn1ktf5a.xn--p1ai,71,2,{'name': 1.0}
wonderwindows.com,89,2,{'name': 1.0}
proplistpotch.co.za,29,1,{'name': 1.0}
tulane.edu,22,1,{'name': 1.0}
mufflerman.ca,62,1,{'name': 1.0}
brucher.dk,80,1,{'name': 1.0}
gerttroelsen.dk,90,1,{'name': 1.0}
comune.genova.it,22,1,{'name': 1.0}
asdecaro-coaching.fr,36,1,{'name': 1.0}
chicagospine.net,41,1,{'name': 1.0}
koldingvvs.dk,77,1,{'name': 1.0}
crisppizzabar.com.au,109,3,{'name': 1.0}
giordanoacupuncture.com,311,1,{'name': 1.0}
ferriere.pc.it,29,1,{'name': 1.0}
nkpropainting.com,229,2,{'name': 1.0}
charvensod.ao.it,22,1,{'name': 1.0}
euromaster.fi,18,1,{'name': 1.0}
hqwyc2c.com,57,1,{'address': 1.0}
hohkitchens.ca,133,9,{'name': 1.0}
isasca.cn.it,29,1,{'name': 1.0}
rentanycar.ae,44,1,{'name': 1.0}
stratumfoundationrepair.com,102,1,{'geo': 1.0}
cprlocksmith.com,103,1,{'name': 1.0}
caerano-di-san-marco.tv.it,29,1,{'name': 1.0}
hemfrid.se,74,1,{'name': 1.0}
vps-rengoering.dk,77,1,{'name': 1.0}
dsm.dk,77,1,{'name': 1.0}
eastcoastmoldremediation.com,138,1,{'name': 1.0}
texas.gov,17,1,{'name': 1.0}
3gr-habitat.com,33,1,{'name': 1.0}
ps-industrilakering.dk,82,1,{'name': 1.0}
diemsas.com,29,1,{'name': 1.0}
ricentral.com,77,1,{'geo': 1.0}
venasca.cn.it,29,1,{'name': 1.0}
finfreshseafoodcafe.com.au,107,1,{'name': 1.0}
targettopografia.com,22,1,{'name': 1.0}
revifolstore.com,134,6,{'name': 1.0}
gift.edu.in,400,3,{'name': 1.0}
schlossberghotel-oberhof.de,924,2,{'name': 1.0}
prestigepierre.fr,47,1,{'name': 1.0}
suvtrans.com,44,1,{'name': 1.0}
cater-solution.dk,77,1,{'name': 1.0}
silea.tv.it,29,1,{'name': 1.0}
kirkgozhaber.com,80,2,{'name': 1.0}
gerrysouthernchickenandpizza.com.au,100,1,{'name': 1.0}
hughesdalepizza.com.au,115,7,{'name': 1.0}
amc-waste.com,104,1,{'geo': 1.0}
liquivida.com,34,1,{'name': 1.0}
bsco.ch,40,1,{'name': 1.0}
fenestrelle.to.it,29,1,{'name': 1.0}
yokohama-z.com,10,1,{'name': 1.0}
teamoverlay.com,80,1,{'name': 1.0}
shugarlawoffice.com,130,1,{'name': 1.0}
ridgwayrecord.com,72,1,{'geo': 1.0}
praha6.cz,28,1,{'name': 1.0}
primzel.com,55,1,{'name': 1.0}
acousticonsult.be,46,1,{'name': 1.0}
movere.es,77,1,{'name': 1.0}
hdastagingserver.com,164,2,{'name': 1.0}
qpropwelkom.co.za,28,1,{'name': 1.0}
blackboxpizza.com.au,129,11,{'name': 1.0}
gregersenservice.dk,92,1,{'name': 1.0}
greenmor.io,24,1,{'name': 1.0}
marathonmoving.com,196,1,{'name': 1.0}
itsdavewise.com,84,1,{'name': 1.0}
jbsindian.com.au,125,10,{'name': 1.0}
banghegiare.com.vn,188,1,{}
smithheritagesurveyors.com,62,1,{'name': 1.0}
studytika.com,82,1,{'name': 1.0}
allecijfers.be,67685,1800,{'name': 0.5366666666666666}
fundaciongoyaenaragon.es,20578,628,{'name': 1.0}
israelan.com,268932,11132,{'name': 1.0}
vn.ru,40997,810,{'name': 1.0}
careforkids.com.au,56819,1702,{'name': 1.0}
handyflowers.co.uk,51406,145,{'name': 1.0}
meteoblue.com,1722834,11258,{'name': 1.0}
meteoweb.eu,26112,1894,{'name': 1.0}
mondo.surf,13557,1332,{'name': 1.0}
allecijfers.nl,134468,3850,{'name': 0.5275324675324675}
imag.one,54916,3742,{'name': 1.0}
ruscyprus.com,143289,6720,{'name': 1.0}
garden-landscapes.co.uk,28160,214,{'name': 1.0}
benandjerry.org.uk,38302,56,{'name': 1.0}
celebsbar.com,52177,2924,{'name': 1.0}
mediclife.net,26297,1842,{'name': 1.0}
polar.cz,50408,1659,{'geo': 1.0}
krankenpflegejobs24.de,1492,33,{'address': 1.0}
ownsport.fr,24286,705,{}
detur.se,9373,319,{}
fvbb.com,69378,2284,{'name': 1.0}
meaws.com,53077,4282,{'name': 1.0}
kurzy.cz,66810,4797,{}
repetitor.org.ua,154111,1273,{'name': 1.0}
ruespana.com,107055,4174,{'name': 1.0}
theuk.one,102394,10420,{'name': 1.0}
aeroports-voyages.fr,74274,825,{'name': 1.0}
romanceflowers.co.uk,99495,1193,{'name': 1.0}
gamebastion.com,20608,1040,{'name': 1.0}
ladieswishes.org,13052,860,{'name': 1.0}
australien-blogger.de,2987,116,{'name': 1.0}
rate-driver.co.uk,41908,3126,{'name': 1.0}
detur.dk,18799,654,{}
lifehelper.one,8619,622,{'name': 1.0}
newsmon.de,59892,4924,{'name': 1.0}
starsalert.com,68795,4314,{'name': 1.0}
houseclearance.co,10556,196,{'name': 1.0}
carnnews.com,140000,3962,{'name': 1.0}
delcontadino.it,1467,180,{'name': 1.0}
imag24.net,33916,3848,{'name': 1.0}
tablica-rejestracyjna.pl,76243,2032,{'name': 1.0}
travelblog.cc,35495,2766,{'name': 1.0}
cryptos.tv,29351,1502,{'name': 1.0}
allcharts.info,9052,750,{}
medichub.net,36348,3766,{'name': 1.0}
playerone.cc,53637,1186,{'name': 1.0}
meteoplanet.it,44718,1058,{'name': 1.0}
uniprof.fr,2658,48,{}
sohrabsepehri.org,1174,33,{'name': 1.0}
bmuv.de,4922,118,{'name': 1.0}
bzindia.in,40748,93,{'name': 1.0}
finance-news.co,39046,1210,{'name': 1.0}
wikiart.org,2064,135,{'name': 1.0}
gocryptonft.com,47338,1484,{'name': 1.0}
sendflowers.org.uk,30827,86,{'name': 1.0}
magicspot.eu,18722,318,{'address': 1.0}
ria24.today,4777,602,{'name': 1.0}
rhomberg-reisen.com,35973,182,{'name': 1.0}
illico-travaux.com,10903,237,{'name': 1.0}
aventours.fi,1833,62,{}
moskva24.live,12779,1468,{'name': 1.0}
iduepunti.it,34087,780,{'name': 1.0}
orcoastrealty.com,410,14,{'name': 1.0}
maxtravelz.com,78075,10024,{'name': 1.0}
skuke.net,19962,2092,{'name': 1.0}
linguaprof.de,3910,78,{}
borghese.gallery,1436,92,{'name': 1.0}
usa.one,26587,2504,{'name': 1.0}
atlantaliposuction.com,3429,56,{'name': 1.0}
greengrove.cc,8742,436,{'name': 1.0}
smartmoney.one,25962,2832,{'name': 1.0}
dagjeweg.nl,7051,142,{'name': 1.0}
modern-medicinals.com,74191,1009,{'name': 1.0}
axia-art.com,815,49,{'name': 1.0}
zfajobs.de,5340,124,{'address': 1.0}
arkadia.com,3210,48,{'name': 1.0}
coach-hunter.com,12320,380,{}
strettoweb.com,1917,32,{'name': 1.0}
uni-prof.de,3780,68,{}
floralparadise.co.uk,54237,269,{'name': 1.0}
rate-driver.ca,6286,337,{'name': 1.0}
landmarkscout.com,20225,115,{'name': 1.0}
encore.bz,89,4,{'name': 1.0}
cleancarpets.co,31853,168,{'name': 1.0}
health.qld.gov.au,6517,741,{'address': 1.0}
ucastnici.cz,1480,79,{'name': 1.0}
local-pros.co.uk,70586,692,{}
sadogorod.club,2552,144,{'name': 1.0}
upskillstutor.com.ng,37896,145,{'name': 0.4}
lernfamilie.at,18226,79,{}
linguaprof.ie,761,15,{}
local-guy.com,1504,13,{'name': 1.0}
linguaprof.ch,916,18,{}
postleitzahl.name,50921,549,{'name': 1.0}
barnsemester.se,7966,193,{'name': 1.0}
amasens.com,2731,74,{'name': 1.0}
valeurs-et-passion.org,15475,223,{'name': 1.0}
removalto.com,5036,79,{'name': 1.0}
dbpedia.org,1465,56,{}
funeralflowers.org,29427,190,{'name': 1.0}
inwander.io,3239,140,{'name': 1.0}
bnf.fr,11275,117,{'geo': 1.0}
bluesurfart.com,36,4,{'name': 1.0}
stroy-max.com,264,7,{'name': 1.0}
pflegedienstjobs24.de,1384,29,{'address': 1.0}
turksvydrivingschool.co.za,97,1,{'name': 1.0}
klrroofing.com,5257,25,{'address': 1.0}
linguaprof.it,1541,30,{}
wp.pl,799,77,{'description': 0.2857142857142857}
apostrophe.com,1664,29,{'name': 1.0}
audioprothesiste.eu,1312,59,{'name': 1.0}
vsenovosti.life,26082,632,{'name': 1.0}
lakeforestcarpetcleaning.com,971,16,{'address': 1.0}
myafton.com,458,9,{'name': 1.0}
evacleaners.com,8404,58,{'name': 1.0}
cash-for-cars.net,173,7,{'name': 1.0}
asterlight.ru,39,1,{}
musiprof.at,1020,20,{}
aventurarejser.dk,382,13,{}
marciocamargo.com.br,705,40,{'name': 1.0}
wettbewerbe-aktuell.de,582,27,{'name': 1.0}
workwithsherpa.com,1736,39,{'name': 1.0}
rate-driver.com,5282,187,{'name': 1.0}
uni-prof.it,2331,36,{}
kurierjobs24.de,847,19,{'address': 1.0}
netsuccess.eu,23,1,{'name': 1.0}
bemyflower.co.uk,10476,125,{'name': 1.0}
flowersbypost.org.uk,14184,32,{'name': 1.0}
uniprof.ie,2345,43,{}
uniprof.at,2006,38,{}
linguaprof.at,302,6,{}
rxchat.com,2039,48,{'name': 1.0}
drcarpetanaheim.com,1688,25,{'address': 1.0}
sofiahealth.com,446,14,{'address': 1.0}
newyorkliposuction.com,917,15,{'name': 1.0}
musiprof.ie,771,15,{}
ryanmanandvanservices.co.uk,5921,42,{'name': 1.0}
xn--90acjcjbhmu6bn.xn--p1ai,1298,19,{'name': 1.0}
bijles.eu,4035,51,{}
drcarpetorange.com,391,6,{'address': 1.0}
yarik42.ru,7,1,{}
lbcpro.fr,12,1,{'name': 1.0}
londonremovals.co,3421,41,{'name': 1.0}
drcarpetirvine.com,2009,26,{'address': 1.0}
musiprof.de,1365,29,{}
mireservaonline.es,112,12,{'geo': 1.0}
carpetcleaningmissionviejo.com,1313,15,{'address': 1.0}
mjoyyoung.com,78,2,{'name': 1.0}
placas-brasileiras.com,647,18,{'name': 1.0}
packerjobs.de,525,12,{'address': 1.0}
kmras.ru,357,11,{'address': 1.0}
unglobalcompact.org,218,7,{'address': 1.0}
bbsavoia.it,1098,66,{}
mediamister.com,692,3,{'address': 1.0}
recreatenow.com,148,5,{'name': 1.0}
xn--42-6kcaj1c4ahj.xn--p1ai,81,10,{}
comapareynosa.gob.mx,3187,136,{'name': 1.0}
antemion.ru,35,3,{}
sanitaeterjobs.de,1263,28,{'address': 0.9642857142857143}
altenpflegejobs24.de,1191,26,{'address': 1.0}
ancompressors.co.uk,20,2,{'name': 1.0}
southwark.gov.uk,306,3,{'name': 1.0}
elderecho.com,1283,43,{'name': 1.0}
northshorepowerelectric.com,162,9,{'name': 1.0}
